text,transitivity,gpt_transitivity,causativity,gpt_causativity,subject_animacy,gpt_subject_animacy,subject_role,gpt_subject_role,gpt_subject,gpt_verb,gpt_object
"She guest-starred in Show-time's racy series Masters of Sex, which coincidentally aired the same month she turned 21. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,Masters of Sex,aired,
"The event was captured in a 30-minute TV special, which aired on CBS before the Masters.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,which,aired,
It airs Mondays at 9 p.m. on Fox. ,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,agent,It,airs,
"The hour-long documentary, airing on the Smithsonian Channel, explores the causes of two of Earth's five mass extinctions: the dinosaurs' demise and the "" Great Dying. "" ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,agent,The hour-long documentary,airing,
"The footage, which later aired on Syrian TV, was dark and failed to capture anything concrete. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The footage,aired,
"She was referring to Mermaids: The Body Found and Mermaids: The New Evidence, a series of Animal Planet specials that aired in 2012 and 2013. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,a series of Animal Planet specials,aired,
"Growing Pains aired on ABC for seven seasons, from September 1985 to April 1992. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,agent,Growing Pains,aired,
"The legendary writer and producer behind iconic sitcoms like All in the Family, Maude, Good Times, The Jeffersons, and Mary Hartman, Mary Hartman goes in front of the camera for a change for the new insightful documentary American Masters-- Norman Lear: Just Another Version of You airing October 25th at 9 pm on PBS (check local listings).",intransitive,intransitive,anticausative,anticausative,inanimate,animate,patient,agent,"The legendary writer and producer behind iconic sitcoms like All in the Family, Maude, Good Times, The Jeffersons, and Mary Hartman, Mary Hartman",airing,
We know airing this clip will change nothing.,transitive,transitive,causative,causative,animate,animate,agent,agent,we,airing,this clip
"Originally aired during the broadcast of last weekend's excellent race in Buenos Aires, the video explains how the battery, inverter, the motor, and the transmission all work together. ",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,Originally,aired,
"In an exclusive interview with ABC News' Diane Sawyer that aired Friday, Sue Klebold said she was like many parents who believe they would know if something were wrong with their child. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,interview,aired,
"Minutes before the debate, which aired on CBS, President Obama expressed his condolences to Scalia's family while praising the jurist's "" remarkable "" life.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the debate,aired,
"SNL's Tom Hanks episode, which aired October 22, had two such sketches back-to-back. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,SNL's Tom Hanks episode,aired,
The RCN cable operator in Boston aired inappropriate content for 30 minutes on CNN last night.,transitive,transitive,causative,causative,animate,animate,agent,agent,The RCN cable operator in Boston,aired,inappropriate content
"While Legends of the Hidden Temple's last episode aired in 1995, Baker has had a long and prolific career doing voiceover work for television since then.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,Legends of the Hidden Temple's last episode,aired,
"(At 8:00 p.m. on May 21, the time scheduled for the speech, The Wonderful World of Disney appeared on ABC; CBS ran Touched by an Angel; and NBC aired a 1997 movie, Beverly Hills Ninja.)",transitive,transitive,causative,causative,animate,animate,agent,agent,NBC,aired,"a 1997 movie, Beverly Hills Ninja"
"He compares it to when the pilot episode of Glee aired after the season finale of American Idol in May, even though the season didn't premiere until September. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the pilot episode of Glee,aired,
His campaign is now airing a nightly show via Facebook Live.,transitive,transitive,causative,causative,animate,animate,agent,agent,His campaign,airing,a nightly show
"Professional video game tournaments are already being aired live on television, after all. ",intransitive,intransitive,causative,causative,inanimate,inanimate,patient,patient,Professional video game tournaments,aired,
"The final episode of Leave it To Beaver aired in June of 1963, but many conservative Christians still promote a vision of womanhood reminiscent of June Cleaver.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The final episode of Leave it To Beaver,aired,
We have worked with LMNO Productions for more than a decade on a number of series and specials that have aired across many of Discovery's global networks. ,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,that,aired,
"There was a YouTube clip that surfaced this week of a panel that took place back in March, before the "" Hold the Door "" episode aired.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,"the ""Hold the Door"" episode",aired,
"But by the time the news was airing, the poor little bastard was less than a footnote to the story.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the news,airing,
"Entertainment Today had finished, and an interview with a film producer now aired on an afternoon talk show. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,an interview with a film producer,aired,
"Prior to Stone coming on, Colbert aired a clip from The Putin Interviews wherein Stone asks the Russian leader about potential interference in the U.S. presidential election.",transitive,transitive,causative,causative,animate,animate,agent,agent,Colbert,aired,a clip from The Putin Interviews
"That's why watching Friends now -- at least for those of us who remember the first time the episodes aired -- isn't just an exercise in pining for a prettified, fictionalized version of New York yuppies.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the episodes,aired,
"In the 11th episode of season three -- originally airing on January 9, 1997, as the first Friends of the new year -- Rachel got a new job at Bloomingdales with the help of a handsome peer named Mark Robinson.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,episode,airing,
Friends doesn't feel like the kind of show that aired three full seasons post-9/11. ,transitive,intransitive,causative,anticausative,inanimate,inanimate,agent,patient,Friends,aired,
"Over 28 million people watched "" The One The Morning After "" the night it aired; and many of them probably expected to see the series' central relationship reaffirmed.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,it,aired,
The White House was agitated enough that it released a statement before Maddow's show even aired. ,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,Maddow's show,aired,
"The spot, which aired during Super Bowl LI on Sunday night, features the whole crew? Star-Lord (Chris Pratt), Gamora (Zoe Saldana), Drax (Dave Bautista), Rocket (Bradley Cooper) and our personal fave, baby Groot (Vin Diesel)? along with fellow members of the galaxy, Mantis, Nebula and Yondu.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The spot,aired,
"On top of that, several people on Twitter made the same observation, on the same premise, before either show aired.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,either show,aired,
"The commercial was so secret, in fact, that even Esposito himself didn't see it until it aired on late-night local Albuquerque television. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,it,aired,
"The animal's preferred habitat was unclear, but the research team benefitted from a bit of serendipity when one of their collaborators shared a documentary that aired on Philippine television. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,a documentary,aired,
"In a behind-the-scenes interview that aired after the episode, Weiss and Benioff explain that this exchange between feral Nymeria and a Winterfell-bound Arya is a callback to Season 1. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,interview,aired,
"Aside from the exclusives, Netflix will also drop a crop of licensed originals shortly after they air in Japan. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,they,air,
Make sure to watch the final episode when it airs on Cartoon Network Monday night for one last adventure with the gang.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,it,airs,
It was on one of those nights that the sports channel aired the European Aerobic Gymnastics Championships.,transitive,transitive,causative,causative,animate,inanimate,agent,agent,the sports channel,aired,the European Aerobic Gymnastics Championships
They aired eight but filmed twelve.,transitive,transitive,causative,causative,animate,animate,agent,agent,They,aired,eight
"The day after the show aired, people on the street began to recognize me.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the show,aired,
"(We might be able to catch an episode of "" Modern Family "" on our Apple iPad - via Hulu - but not until the episode has already aired on ABC.) ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the episode,aired,
"The BBC received some 45,000 complaints, many resulting from an orchestrated campaign even before it aired. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,it,aired,
"Parker and Stone, Chesser warned, would probably be killed after airing an episode depicting the Prophet Mohammed wearing a bear costume.",transitive,intransitive,causative,anticausative,animate,inanimate,agent,patient,an episode depicting the Prophet Mohammed wearing a bear costume,airing,
"Sitcoms and dramas aired by the taxpayer-financed Canadian Broadcasting Corporation (CBC) show "" insidious negative popular stereotyping "" and "" anti-American melodrama, "" the US embassy in Ottawa warned in a 2008 diplomatic cable published in December by WikiLeaks.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,Sitcoms and dramas,aired,
"They're simply a natural emanation of the Canadian psyche, and would have existed in shows that were made and aired in the 1970s, 1980s, or 1990s. ",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,shows,aired,
"He didn't like his portrayal on Shenderovich's show, so he took over the channel that aired it and quickly snuffed the program.",transitive,transitive,causative,causative,animate,inanimate,agent,agent,the channel,aired,it
"Assuming there will be good media coverage, and that the viewing audience of the PBS special on the Freedom Riders that aired in 2011 was large, this is an example of how history can be moved from backstage to the front of the public's mind, and of how history can be used to ask important questions of our publics. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the PBS special on the Freedom Riders,aired,
"A Romney-allied super PAC, Restore Our Future, is airing a television ad in Florida saying that to hear Gingrich in debates, "" you'd think Newt Gingrich was Ronald Reagan's vice president.... Gingrich exaggerates, dropping Reagan's name 50 times. """,transitive,transitive,causative,causative,animate,animate,agent,agent,"A Romney-allied super PAC, Restore Our Future",airing,a television ad in Florida
His campaign is airing at least one Spanish-language radio ad in the Miami area.,transitive,transitive,causative,causative,animate,animate,agent,agent,His campaign,airing,at least one Spanish-language radio ad
They certainly would never have aired cursing or blasphemy. ,transitive,transitive,causative,causative,animate,animate,agent,agent,They,aired,cursing or blasphemy
"Issues like layoffs, increased class size, limits on collective bargaining in some states, the increased accountability from No Child Left Behind, and even the film, "" Won't Back Down "" - aired at the Democratic National Convention last week and viewed by many as anti-teachers union - all have some teachers pushed to the breaking point, Mr. Kahlenberg says.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,"the film, ""Won't Back Down""",aired,
"For example, the situation in Wisconsin was portrayed in the documentary Manufacturing the Future, aired by Wisconsin Public Television in July, 2011.",intransitive,transitive,causative,causative,inanimate,inanimate,patient,agent,Wisconsin Public Television,aired,the documentary Manufacturing the Future
I would not have run that Action was taken immediately after the show was aired. ,intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,the show,aired,
"In the lead-up to Kuntar's release, AJE aired a segment from his home village of Abieh in which reporter Zeina Khodr described Nahariya, a city within Israel's sovereign borders, as a "" settlement. "" ",transitive,transitive,causative,causative,animate,animate,agent,agent,AJE,aired,a segment from his home village of Abieh
"In response to the unfolding scandal, the attorney general has urged the General Assembly to convene immediately in special session to tighten ethics law, and he has aired a television commercial in which he takes credit for launching the state's investigation of McDonnell.",transitive,transitive,causative,causative,animate,animate,agent,agent,he,aired,a television commercial
""" That, "" of course, refers to the lingering perception that Middle East-based Al Jazeera is anti-U.S. and a mouthpiece for terrorists, sentiments that took hold when it aired numerous Osama bin Laden videos in the wake of the 9/11 attacks and stories that were critical of the Bush administration's handling of the Iraq War.",transitive,transitive,causative,causative,animate,inanimate,agent,agent,it,aired,numerous Osama bin Laden videos
"The Stream, hosted by Lisa Fletcher and currently aired on Al Jazeera English, will be tweaked and relaunched on AJAM for an American audience.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,The Stream,aired,
"I've seen raunchier behavior at (clubs in New York), it just wasn't aired on national television.",intransitive,transitive,causative,causative,inanimate,inanimate,patient,agent,it,aired,on national television
"The PBS television series Frontline today airs a two-hour investigation, League of Denial: The NFL's Concussion Crisis (9 p.m. ET). ",transitive,transitive,causative,causative,inanimate,inanimate,agent,agent,The PBS television series Frontline,airs,"a two-hour investigation, League of Denial: The NFL's Concussion Crisis"
"And, of course, we want people to watch them on our network where we air them or DVR them and watch them back within three days on other platforms so that we can monetize them.",transitive,transitive,causative,causative,animate,animate,agent,agent,we,air,them
"Tyler Perry, whose sitcoms previously aired on TBS, takes his brand to cable's OWN with two new comedy series: "" The Haves and the Have Nots "" and "" Love Thy Neighbor "" will debut May 29....",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,sitcoms,aired,
"A similar perverse entangling of little girl and woman can be seen on VH1's Flavor of Love, a reality show which first aired in 2006 and lasted 3 seasons.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,a reality show,aired,
"The real intensity has been generated by the deluge of broadcast television ads -- more than 1.5 million have aired during this election cycle, according to Kantar Media/CMAG, which tracks political advertising. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,more than 1.5 million,aired,
""" After the border is secure and after everything gets normalized, we're going to make a determination on the people that they're talking about who are terrific people, they're terrific people but we are going to make a determination at that, "" Trump said in an interview that aired Sunday night.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,an interview,aired,
"Anthony Colombo, son of Joseph Sr., filed a million- dollar libel suit against CBS and WCBS for referring to him as a "" reputed Mafia leader "" in a program aired in June 1970.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,a program,aired,
"HBO have spent the last few seasons of Game of Thrones trying to keep as much as possible about the series from leaking out, but the series' ability to keep its cast's lips sealed hasn't stopped us learning a lot about seasons six and seven before they aired. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,they,aired,
"The interview, which was recorded Wednesday and aired Thursday morning, comes as the latest salvo in the president's ongoing tirade against players protesting racial injustice by kneeling during the national anthem.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,The interview,aired,
"The first sign of trouble came when they only aired Beavis and Butt-Heads from the lame 2011 reboot, but we were so happy to see vintage Road Rules, Real World and unplugged concerts (including the super obscure Neil Young 1989 Freedom show) that we overlooked it. ",transitive,transitive,causative,causative,animate,animate,agent,agent,they,aired,Beavis and Butt-Heads from the lame 2011 reboot
""" The Walking Dead "" just aired one of the best episodes of Season 7, and while that's exciting, we couldn't help but notice how the show finally a- "" dresses "" a major question.",transitive,transitive,causative,causative,inanimate,inanimate,agent,agent,"""The Walking Dead""",aired,one of the best episodes of Season 7
"More recently, he directed an episode of Fox's new series Shots Fired, which airs Wednesday night; the episode will pay tribute to Demme with an "" in memoriam "" end card.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,which,airs,
"Samsung aired three new commercials during the Academy Awards tonight, continuing the company's recent trend of using Oscars airtime to try and sell phones. ",transitive,transitive,causative,causative,animate,animate,agent,agent,Samsung,aired,three new commercials
"Episode four of season seven did leak before it was aired on HBO, but that was allegedly the work of two employees of an India-based distribution company who have since been charged, not the hackers.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,Episode four of season seven,aired,
The show initially aired on public access television in the wee hours of the morning and built up a strangely loyal following that grew again when the show moved to the local ABC affiliate a few years ago.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,agent,The show,aired,
"The original "" Star Trek "" series and its spin-offs include some of the best television episodes ever aired. ",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,some of the best television episodes,aired,
""" He was a dangerous package, "" said Littleton, now 65, of his former charge in Investigation Discovery's "" Guilty Rich, "" which will air the former tutor's first lengthy interview about the notorious case on Oct. 5.",transitive,transitive,causative,causative,inanimate,inanimate,agent,agent,which,air,the former tutor's first lengthy interview about the notorious case
"(Farrow is a "" contributor "" to NBC News; his "" Undercover With Ronan Farrow "" reports have aired, ironically, on the "" Today "" show.)",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,"his ""Undercover With Ronan Farrow"" reports",aired,
(NBC said it wasn't ready to be aired.) ,intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,it,aired,
ESPN aired a feature on the players.,transitive,transitive,causative,causative,animate,animate,agent,agent,ESPN,aired,a feature on the players
A segment on an international camp called Seeds of Peace aired and Tellem realized the Maine-based program was located on the same campground he visited as a youth.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,A segment on an international camp called Seeds of Peace,aired,
"However, 3HfC aired at various times in different countries.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,agent,3HfC,aired,
"The film aired on December 19, 1974, in West German movie theaters and appeared on December 26, 1975, for the first time on television in the Federal Republic of Germany (FRG).",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The film,aired,
"Given that the film had tremendous box office success, it is hardly a surprise that the Czech-East German coproduction also found its way into families' living rooms when it aired on television and ultimately became a Christmas tradition in other European countries. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,it,aired,
"From November 30, 2014, to December 26, 2014, 3HfC aired seventeen times on ten different German television stations, more frequently than any other fairy-tale film.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,agent,3HfC,aired,
"After 3HfC aired in 1973, Svoboda worked and lived in Munich (West Germany) and Prague because the West German television station ZDF approached him for cooperation with its children and youth program.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,3HfC,aired,
It aired for one season.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,It,aired,
"Come on, grab your friends -- because round about right now, Cartoon Network is airing the very last episode of Adventure Time.",transitive,transitive,causative,causative,animate,animate,agent,agent,Cartoon Network,airing,the very last episode of Adventure Time
"So gather round, and share stories of your fandom, your favorite moments, the highs and lows -- or discuss the finale with us as it airs (as a courtesy to people avoiding details though, please preface your comments about tonight's episode with spoiler warnings!) in the comments below.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,it,airs,
"New episodes are airing Sunday and Monday nights, through December 10.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,New episodes,airing,
"But that last episode aired in 2014, at the halfway mark of the series -- and Martin hasn't penned an episode since. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,that last episode,aired,
"The Golden State Warriors will be celebrated as this year's Sportsperson of the Year at the Sports Illustrated Sportsperson of the Year Award Show, airing on NBC Sports Network Thursday, December 13 at 9 p.m. ET.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The Golden State Warriors will be celebrated as this year's Sportsperson of the Year at the Sports Illustrated Sportsperson of the Year Award Show,airing,
""" Nothing at the Trump Organization was ever done unless it was run through Mr. Trump, "" Cohen told ABC News in an interview that aired Friday morning.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,interview,aired,
"Did you know Facebook Watch aired a teen drama starring "" lesbian Jesus "" Hayley Kiyoko?",transitive,transitive,causative,causative,animate,animate,agent,agent,Facebook Watch,aired,"a teen drama starring ""lesbian Jesus"" Hayley Kiyoko"
"The series, which originally aired on the UK's Channel 4 and is based on Charles Forsman's graphic novel of the same name, is pitch-black fun, and a twisted romance that's both whimsical and violent. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The series,aired,
""" At the request of many, I will be reviewing the case of a' U.S. Military hero,' Major Matt Golsteyn, who is charged with murder, "" Trump tweeted Sunday, just moments after Fox & Friends aired a segment lauding Golsteyn.",transitive,intransitive,causative,anticausative,inanimate,inanimate,agent,patient,a segment,aired,
"Jones, who had previously called on Byrd to resign, local Indivisible groups and Power Together, Tennessee's chapter of the Women's March -- the PAC aired ads and sent out mailers detailing Byrd's behavior.",transitive,transitive,causative,causative,animate,animate,agent,agent,the PAC,aired,ads
"Netflix Singapore said in a statement on Tuesday (Jan 2) that Neo had been leaving comments on its official Facebook page for the past six months urging the video streaming service to host all 236 episodes of the series, which last aired nearly 14 years ago.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the series,aired,
"To help the show celebrate its half-century on public broadcast television, PBS will be airing a star-studded special to commemorate the show, Fred Rogers himself, and the timeless ways in which Mister Rogers' Neighborhood influenced several generations of kids.",transitive,transitive,causative,causative,animate,animate,agent,agent,PBS,airing,a star-studded special
"After all, the show had over 900 episodes, 31 seasons, and aired from 1968-2001.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the show,aired,
"Friday, Cuomo was still tweeting about Cruz, so the Republican lawmaker fired back -- claiming CNN never aired an interview that he gave on Thursday afternoon. ",transitive,transitive,causative,causative,animate,inanimate,agent,agent,CNN,aired,an interview
Amazon Prime's video-on-demand service just unlocked a musical milestone: it will be airing the Rock and Roll Hall of Fame's induction ceremony for the first time ever.,transitive,transitive,causative,causative,animate,animate,agent,agent,it,airing,the Rock and Roll Hall of Fame's induction ceremony
"The Tennessee grandmother whose life sentence was commuted last week thanks to Kim Kardashian's advocacy had never heard of the reality-TV queen before she took up her cause, she admitted in an interview aired Thursday.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,interview,aired,
"While many of the graphic details in the autopsy report were previously known, Arunkumar's testimony -- aired on live television and streamed on the web -- was the first time the photographs depicting McDonald's extensive wounds were made public. ",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,testimony,aired,
"To find out, tune into the latest season -- the second in its revamped format -- which aired in England earlier this fall and began streaming Nov. 9 on Netflix.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,which,aired,
President Trump attacked him in an interview that aired Sunday. ,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,an interview,aired,
"So what are their predictions for the series finale, which airs this Sunday?",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the series finale,airs,
"The Wire, little-watched when it originally aired, has had the longest tail of any series from HBO's first golden age, and is frequently hailed as the greatest show ever made. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The Wire,aired,
"The same day Lorene Scafaria's Hustlers hits theaters and changes all our lives, Starz will start airing this, one of her earlier films. ",transitive,transitive,causative,causative,animate,animate,agent,agent,Starz,airing,"this, one of her earlier films"
(Though a second Gary Larson's Tales from the Far Side TV special aired on CBS in 1997). ,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,a second Gary Larson's Tales from the Far Side TV special,aired,
"The last season aired last year and while fans speculate a season 4, considering their overseas travel, BigHit hasn't offered any such confirmation. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The last season,aired,
"In 2017, Rose was fired from his eponymous talk show, which aired on PBS and Bloomberg, after 8 women came forward to accuse him of sexual harassment.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,talk show,aired,
"But Season 7 -- the penultimate season, which aired in 2017 -- is when Game of Thrones seemed as though it might have finally jumped the shark... or dragon, as the case may be.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,Season 7,aired,
"Tonight, the National Geographic Channel will begin airing its six-part adaptation of Richard Preston's book, The Hot Zone, which covered the first outbreaks of Ebola in Africa, and an outbreak in a Reston, Virginia laboratory in 1989 that required the US Army to clean up.",transitive,transitive,causative,causative,animate,animate,agent,agent,the National Geographic Channel,airing,"its six-part adaptation of Richard Preston's book, The Hot Zone"
""" Last night one of our ads aired during an episode of The Ingraham Angle, in which she expressed alarming views that run entirely counter to the values that we hold as a company, "" wrote Fracture CEO Abhi Lokesh.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,one of our ads,aired,
"However, just 66 of them aired.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,66 of them,aired,
NBC's Tonight Show and Late Night and CBS' Late Show all aired live episodes after the debate (as did The Daily Show on Comedy Central) and got small ratings bumps.,transitive,intransitive,causative,anticausative,inanimate,animate,agent,agent,NBC's Tonight Show and Late Night and CBS' Late Show,aired,
The epic event will be split into two chapters: three episodes airing December 2019 and the remaining two airing January 2020 with the holiday hiatus in the middle.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,three episodes,airing,
The epic event will be split into two chapters: three episodes airing December 2019 and the remaining two airing January 2020 with the holiday hiatus in the middle.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,three episodes,airing,
"That means Oliver will die at some point in the first chapter of the crossover (the first three episodes airing in December 2019), with the second chapter in 2020 dealing with the fallout.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,agent,the first three episodes,airing,
"Further complicating the episode for viewers is another swirling claim that finalist Peter Weber, whose hometown aired first on Monday, has also been accused of having a girlfriend while auditioning for the show.",intransitive,intransitive,causative,anticausative,animate,inanimate,agent,patient,hometown,aired,
"The show had previously aired on Spectrum Sports, which is now being converted into Spectrum News 1.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The show,aired,
It aired nationally on ABC in January 1968.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,agent,It,aired,
"His show aired in the Detroit area at midnight Fridays on Channel 50 from 1972-75, and later popped up on Channels 20 and 62.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,His show,aired,
"Meanwhile, the Arabic adaptation of the Dutch music contest reality show Star Academy persisted to air on Lebanese Broadcasting Corporation's satellite television channel for several years with the most recent (11th) season airing its final episode in 2016.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the Arabic adaptation of the Dutch music contest reality show Star Academy,air,
"Meanwhile, the Arabic adaptation of the Dutch music contest reality show Star Academy persisted to air on Lebanese Broadcasting Corporation's satellite television channel for several years with the most recent (11th) season airing its final episode in 2016.",transitive,intransitive,causative,anticausative,inanimate,inanimate,agent,patient,the most recent (11th) season,airing,
